Question,Answer,Source
What is the eligibility criteria to avail EMI option?,"EMI is available for all products on Myntra except, Jewellery products. Also, the payment option is available only above a minimum order value which varies from bank to bank. For given order value, only the eligible banks will be displayed under the issuing bank list on the EMI payment page.",https://www.myntra.com/faqs
Why is sum total of EMIâ€™s more than the order value?,The issuing bank charges interest per EMI transaction. The interest rates are decided by the bank and are displayed at the time of completing the transaction.,https://www.myntra.com/faqs
What happens if bank rejects EMI conversion?,"Customer needs to pay full amount of transaction to the bank, since EMI facility is at sole discretion of the issuing bank, please contact your card issuing bank.",https://www.myntra.com/faqs
Why is the transaction amount not converted into EMI in 7 working days?,Conversion of transaction into EMI is at the sole discretion of card issuing bank and can also be rejected in unfortunate circumstances. In case the paid amount is not converted to EMI within 7 days then contact your card issuing bank.,https://www.myntra.com/faqs
What should I do if my payment fails?,"Please retry making the payment after ensuring that the information entered is accurate, including all account details, billing addresses and passwords. If your payment still fails, you can use the Cash on Delivery (COD) payment option, if available on the payment page to place your order. If your payment is debited from your account after a payment failure, it will be credited back within 7-10 days, after we receive a confirmation from the bank.",https://www.myntra.com/faqs
I am being charged GST amount on my order. What is GST?,"GST is a single tax on the supply of goods and services that is levied on every value addition (through production and services) and is added to a product's sale price. GST has to borne/paid by the ultimate consumer of the product or service. If your order is fulfilled on or after July 1st 2017, GST will be applicable on your orders. GST subsumes all other taxes like Excise duty, VAT, Entry tax etc.",https://www.myntra.com/faqs
How is the GST amount decided?,"Following rules will govern whether or not additional GST will be applicable on the products purchased by you:
1) GST applicability:
(a) For a product,
(i) if the fulfillment is done on or after July 1st, 2017 and
(ii) if the order is placed before 15th November, 2019, and,
(iii) total discount percentage is more than 19% of MRP,
then GST may be collected from customer in addition to product price, post discounts. The discounts include those resulting from special offers such as Buy 1 Get 1 and similar offers.
(b) For a product, if the order is placed on or after 15th November 2019, the discounted prices displayed on Myntra platform shall be inclusive of all taxes, including GST.
2) GST amount: If applicable, the amount of GST collected from customer depends on category, for example
(i) Apparel/Clothing: Max 12%
(ii) Footwear: Max 18%
(iii) Home Furnishing: Max. 28%
(iv) Accessories/Other Categories: Max 28%
3) On and from 15th November, 2019, the discounted prices displayed on the Myntra platform shall be inclusive of all taxes.",https://www.myntra.com/faqs
Disclaimer on Charges levied?,"In our journey to provide best-in-class shopping experience to its customers, Myntra may undertake various tests and experiments from time to time. These could result in some deviations from normal for a small set of users for a limited window of time, depending on multiple factors in their purchase history and may affect the charges levied.",https://www.myntra.com/faqs
How can I add money into Myntra Credit?,"You may add money in Myntra Credit in following ways -
Refunds to Myntra Credit - You may take refunds of returned items.
Add a Myntra Gift Card - Add your Myntra Gift Card to Myntra Credit
Top Up - You may top-up Myntra Credit by available online payment methods at Myntra App or Website.",https://www.myntra.com/faqs
What Payment Methods can I use to top up my Myntra Credit?,"You may use Net Banking, Credit/Debit Cards, PhonePe wallet.
However, Cash on delivery, International Cards, Gift Cards are not acceptable modes of payment for the top-up of Myntra Credit. The acceptable payment methods shall be visible to you at the checkout.",https://www.myntra.com/faqs
How much money can I add in my Myntra Credit?,"You may keep Myntra Credits of value up to Rs. 50,000, after that you may still receive your refunds to Myntra Credit, but you shall not be able to top-up it further.",https://www.myntra.com/faqs
How do I check balance in my Myntra Credit?,"You need to sign-in your Account in Myntra App or Website and go to your profile. There, in the Myntra Credit tab, you shall be able to see the Myntra Credit Balance amount.",https://www.myntra.com/faqs
How do I use Myntra Credit to buy items on Myntra App/Website?,You shall be able to use Myntra Credit as a Payment method available at the checkout. Gift Cards and Myntra Credit Top Up can not be done by payment with Myntra Credit,https://www.myntra.com/faqs
Can I redeem Myntra Credit to Cash?,"You may not redeem Myntra Credit for Cash. Myntra Credit is also not allowed to be transferred to Bank, Wallets or other users accounts.",https://www.myntra.com/faqs
Can I buy items on other e-commerce websites with Myntra Credit?,Myntra Credit can only be used to purchase products at Myntra App or Website. It cannot be used to purchase or pay for anything on other ecommerce websites/apps.,https://www.myntra.com/faqs
Do I need to have an account on Myntra App/Website to use Myntra Credit?,"Yes, Myntra Credit requires a Myntra Account.",https://www.myntra.com/faqs
Can I transfer my Myntra Credits to another Myntra Account?,Myntra Credit cannot be transferred to other Myntra users accounts. It can also not be used to pay for purchased being made by other Myntra Account users.,https://www.myntra.com/faqs
Can my Myntra Credit account be suspended/closed?,Myntra Credit account may be suspended or closed if your Myntra Account is suspended or closed for any reason.,https://www.myntra.com/faqs
What happens to my Myntra Credit if I Uninstall the Myntra App?,Your Myntra Credit account is still active. You may re-install the Myntra App or login on the Myntra Website to access your account .,https://www.myntra.com/faqs
What happens to my Myntra Credit if I am not able to access my Myntra Account?,"Your Myntra Credit account is still active, you may reset you Myntra Account password or take help of customer care team to gain access to your Myntra Account.",https://www.myntra.com/faqs
What happens to my Myntra Credit if I donâ€™t use Myntra App for over 1 year?,"Your Myntra Credit account stays active, however please note that every credit transaction into Myntra Credit comes with an expiry time, at which a part or full amount from your Myntra Credit will expire. The user shall be sent a reminder about the expiry of the Myntra Credits one month in advance, by an email to the registered email id.",https://www.myntra.com/faqs
What happens if someone uses Myntra Credit from my Myntra account without my permission?,"You need to protect your Myntra Account. If someone gets unauthorized access to your Myntra Account, they may use your Myntra Credit to purchase products at Myntra on your behalf without your knowledge.",https://www.myntra.com/faqs
What happens if I return the Items which I have bought with Myntra Credit?,The refunded amount of these returned items shall be added to your Myntra Credit.,https://www.myntra.com/faqs
Can I pay for an Item partially from Myntra Credit and Partially from other payment options?,"Yes, you may use other payment methods available to pay along with Myntra Credit. However, the money shall be deducted from Myntra Credit first and the remaining amount can be paid through other available online payment methods.",https://www.myntra.com/faqs
Can I decide the amount which I can pay from the Myntra Credit and the rest from other payment options?,"If you have balance in your Myntra Credit, then that will be used first. The remaining amount, if any, might be paid through other available online payment methods.",https://www.myntra.com/faqs
"Can I decide to not pay through Myntra Credit, even though I might have amount available?","If user has Myntra Credit balance, then it is up to the user to use it, however if Myntra Credit is being used then the order value will first be taken from Myntra Credit and the remaining order value, if any, shall be paid by other available online payment method.",https://www.myntra.com/faqs
Is there any maintenance charge for keeping Myntra Credit?,There are no maintenance charges for keeping Myntra Credit Balance.,https://www.myntra.com/faqs
What is the maximum validity of Myntra Credit?,"Myntra Credit has maximum expiry time of 1 year for refunds and top ups. For each credit to Myntra Credit, you shall see a corresponding expiry date for the balance. Please ensure that you use the amount before expiry, after that it shall lapse.",https://www.myntra.com/faqs
Is there any minimum amount to be maintained in Myntra Credit Account?,There is no minimum amount to keep in Myntra Credit. It can go upto 0.00 as well.,https://www.myntra.com/faqs
What are the benefits of taking refund to Myntra Credit?,"Faster Check-out by using Myntra Credit
Donâ€™t wait for refunds to source which take (0-7+ days) and use money to buy other products immediately after return refund.",https://www.myntra.com/faqs
How do I apply a coupon on my order?,You can apply a coupon on cart page before order placement. The complete list of your unused and valid coupons will be available under â€œMy Couponsâ€ tab of App/Website/M-site.,https://www.myntra.com/faqs
Why will 'My Cashback' not be available on Myntra?,"To make your shopping experience easier and simpler, 'My Cashback' will be replaced by PhonePe. PhonePe wallet can be used as a payment option on Myntra and other PhonePe partners. To use your PhonePe balance, you will have to activate/verify your PhonePe account on Myntra.",https://www.myntra.com/faqs
How can I access 'My Cashback' balance transferred to PhonePe wallet?,"To access your PhonePe balance, you have to login to your Myntra account, click on â€˜My Accountâ€™ then on â€˜PhonePe walletâ€™. Also, PhonePe wallet balance can be viewed and applied on payment page at the time of placing an order.",https://www.myntra.com/faqs
"As 'My cashback' is no more a payment option, what will happen to 'My Cashback' balance?","You may utilize entire outstanding amount available in â€˜My Cashbackâ€™ by making purchases on Myntra on or before 31st August, 2016. You may also transfer â€˜My Cashbackâ€™ balance into your bank account by filling your bank details under payment option of â€˜Contact Usâ€™ form. On and from 01 Sep, 2016, â€˜My Cashbackâ€™ will not be available and outstanding balance (if any) will be transferred to your PhonePe wallet. You will receive an email to activate/verify your PhonePe account.
You can also transfer your PhonePe balance at any time to bank account of your choice.",https://www.myntra.com/faqs
"I have not received â€˜My Cashbackâ€™ balance into the PhonePe wallet, what should I do?",Please reach out to our customer service team via â€˜Contact Usâ€™ option available on our App/Website and we will try to resolve the issue for you.,https://www.myntra.com/faqs
I was given a coupon when you cancelled my last order. How can I use it?,"When a seller initiates a cancellation, customer is provided goodwill coupon as a token of apology. To use your coupon, you will have to continue shopping with us on App/Website/M-site. In case, you donâ€™t have access to the App/Website/M-site currently, donâ€™t worry, your coupons are safe with us. Whenever you have the access in future, you will be able to use the coupon (unless it has not expired).",https://www.myntra.com/faqs
What is discount capping on coupons?,"For certain products there may be policies restricting maximum discount (including product discount and coupon discount) to a fixed percentage of product MRP. In such cases, the discount on certain coupons might get capped. Please check Cart for final coupon discount value applied.",https://www.myntra.com/faqs
I have accumulated Myntra Points in my account. How can I redeem them?,"To redeem Myntra Points, you will have to continue shopping with us on App/Website/M-site. In case, you donâ€™t have access to these Platforms, donâ€™t worry, your Myntra Points are safe with us.Whenever you get access in future, you can redeem the points (unless points have not expired).",https://www.myntra.com/faqs
What is PhonePe wallet?,PhonePe wallet is RBI approved semi-closed payment instrument and can be used on Myntra and any other PhonePe partners. You can use your PhonePe wallet for quick purchases and easy refunds. You can also withdraw your PhonePe balance at any time into a bank account of your choice.,https://www.myntra.com/faqs
Do I need to have a PhonePe account to shop on Myntra?,"PhonePe account is not mandatory to shop on Myntra. However, we recommend you to have a PhonePe account for quick purchases and easy refunds. Also, any refund initiated by Myntra in exceptional cases will be credited only to the PhonePe wallet. You can sign up for PhonePe account by visiting the PhonePe page under â€˜My Accountâ€™.",https://www.myntra.com/faqs
"What will happen to my money, if an order placed using PhonePe wallet fails or is rejected?","If an order is not successful, it can also be due to payment failure and in these cases you are not liable for any refund. In scenarios, wherein payment is received at our end and order is rejected, payment made through PhonePe wallet will be automatically refunded to PhonePe wallet. Kindly reach out to our Customer Care, if the money is not refunded to your wallet.",https://www.myntra.com/faqs
"I am a PhonePe user, how can I link my PhonePe account on Myntra?","Follow these instructions to link your PhonePe account to your Myntra account:
Login to your Myntra account
Click on 'My Account' and then on, 'PhonePe wallet'
Click on 'Add PhonePe Account'
Sign in with your PhonePe account",https://www.myntra.com/faqs
Can I link multiple Myntra accounts to the same PhonePe account?,"Only one Myntra account can be linked to one PhonePe wallet account. When you link a Myntra account to a PhonePe wallet which is already linked to some other Myntra account, the wallet will be automatically de-linked from the old Myntra account.",https://www.myntra.com/faqs
What is the maximum balance that I can have in PhonePe wallet and How do I check my balance?,"You can store up to Rs. 10,000 as wallet balance. To view your PhonePe wallet balance, login to your Myntra account, click or tap on 'My Account' and then on PhonePe wallet. You can also view the PhonePe wallet balance on the payment page at the time of order placement.",https://www.myntra.com/faqs
How can I transfer PhonePe wallet balance to my bank account? How do I use PhonePe wallet to make a payment?,"You can withdraw your PhonePe wallet balance into your linked bank account instantly. Under Phonepe Wallet App, click on â€˜My Accountâ€™ and then on â€˜Withdraw Balanceâ€™ and amount will reflect in your bank account instantly. If you do not have a linked bank account, please add it in the PhonePe App or under Myntra PhonePe option directly. For any assistance, please reach out to support@phonepe.com. Maximum of Rs. 5,000 can be transferred at a time from PhonePe to bank account.
You can select PhonePe wallet to make a payment on the â€˜payment pageâ€™ while placing an order.",https://www.myntra.com/faqs
How soon will refund reflect in PhonePe wallet post order cancellation/return?,"If an order is cancelled, refund will reflect immediately in your PhonePe wallet. In case of return, refund will reflect instantly post return acceptance.",https://www.myntra.com/faqs
What happens when I return an item purchased using the PhonePe wallet?,Partial or full Payment made through PhonePe wallet will be refunded to the same PhonePe wallet account.,https://www.myntra.com/faqs
How can I purchase Myntra Gift Card?,"To purchase Myntra Gift card, please follow below mentioned steps:
click on Gift Card option on Myntra
Then, on 'Buy Gift Card' option
Enter recipient email address
Select or enter the Gift Card value
Make payment using your credit card, debit card or net banking
On successful payment, the Gift Card details will be sent to the recipients email address.",https://www.myntra.com/faqs
I just received a Myntra Gift Card. How do I use it?,"For making a purchase with your Gift Card on Myntra App/website simply enter your 16 digit Gift card number and 6 digit PIN at the checkout page.The purchase amount will be deducted from your Gift Card's available balance. Follow the below mentioned steps to redeem the gift card:
Click on â€˜Place Orderâ€™
Once youâ€™ve reviewed and confirmed your address, click on â€˜Proceed to Paymentâ€™
Select â€˜Gift Cardâ€™ from â€˜Other Payment Optionsâ€™
Enter your 16 digit gift card code and 6 digit PIN
Click on â€˜Applyâ€™ to redeem the balance.",https://www.myntra.com/faqs
How do I check the available balance or expiry date on my Gift Card?,"To check Gift Card balance, click on Gift Card section on Myntra then, enter 16 digit card no. and 6 digit pin",https://www.myntra.com/faqs
"What should I do if, I have not received the e-mail that had Gift Card details?","For Gift cards issued by Myntra, sender can resend the Gift card e-mail, from 'My Orders' section of his Myntra account. Sender has to also verify few details mentioned below:
Confirm the recipient email address entered is correct. If an incorrect email address is entered, we will not be able to re-send the Gift Card details to the right recipient.
Confirm that the Gift Card is not in the recipient's Spam/Junk inbox.
If you have not received the Gift Card details purchased from different merchant, please contact the sender, they can resend the copy of the e-mail received while purchasing the Gift Card.",https://www.myntra.com/faqs
Does Myntra Gift Cards expire?,"Yes, Myntra Gift Card expires in 12 months from date of issue.",https://www.myntra.com/faqs
When is the Myntra issued Gift Card sent to the recipient?,The Gift Card email is typically sent to the recipient within 24 hours of your purchase. If a Gift Card has not arrived within a reasonable time-frame please ensure that recipient checks e-mail'Spam/Junk' inbox before contacting Myntra Customer Support Team.,https://www.myntra.com/faqs
What can my Gift Card not be used for or to purchase?,Gift Cards cannot be used to make credit card payments or any account deposits. Gift Cards are non-refundable following the loading of funds onto the Card. Gift Cards cannot be exchanged for cash. Cash cannot be withdrawn from the available balance of a Gift Card.,https://www.myntra.com/faqs
How do I cancel a Gift Card?,"For Myntra issued giftcards, we will not be able to perform cancellations and refunds after you have placed the order. Please review your order to ensure value entered is correct and the recipient details are accurate before completing your purchase.
Gift cards purchased from different merchants, you should contact the business provider or establishment who you purchased the Gift Card from, to cancel it.",https://www.myntra.com/faqs
What exactly does the recipient receive when I send a Myntra issued Gift Card?,"On the date of your purchase, an email is sent to the recipient informing him/her of your gift. The email contains card details such as the 16 digit card number, 6 digit PIN, card value, sender name, personal message, instructions to redeem etc.",https://www.myntra.com/faqs
What can I do to ensure that the Gift Card is delivered to the recipient?,"We adhere to the industry best practices to ensure successful delivery of the Gift Card email. It is possible that some email clients may treat the Gift Card as Spam/Junk.Please ensure that:
Correct email address of the recipient is provided;
The recipient's e-mail inbox allows emails from the domain '@myntra.com'",https://www.myntra.com/faqs
What happens if I need to return something I purchased with my Gift Card?,Partial or full Payment made through Gift Card will be refunded to the same Gift Card.,https://www.myntra.com/faqs
Who is the issuer of Myntra Gift Cards?,"Myntra Gift Card is issued by QwikCilver Solutions Pvt. Ltd which is a private limited company incorporated under the laws of India, and is authorized by the Reserve Bank of India 'RBI' to issue such Gift Cards.",https://www.myntra.com/faqs
How many Gift Cards can be used in one transaction?,"If you have received a Gift Card, you are eligible to use only one Gift Card in one transaction.",https://www.myntra.com/faqs
Can I use Myntra to send gifts to others?,"We are delighted to offer the option of sending gift orders to your loved ones on our platform. This service is applicable for select category products. For an additional charge of Rs. 35, you can choose to gift wrap your order by selecting the option in your shopping bag. Your gift will also include a personalized message from you.",https://www.myntra.com/faqs
What payment methods can I use to pay for a gift order?,"You can use any payment method that Myntra supports, except Cash on Delivery.",https://www.myntra.com/faqs
"Will the pricing, discount and payment information be displayed on the package sent to the recipient?","No. The external packaging slip/invoice will not include any pricing, discount, or payment information. However, the original product tag with the MRP will be intact on the products inside the package.",https://www.myntra.com/faqs
Can I apply a coupon or discount on the gift wrapping charge?,No. Discounts and coupons are not applicable on the gift wrap charge.,https://www.myntra.com/faqs
What is Myntra's E-mail verification policy?,"We always strive hard to provide the best experience to our customers. However, we have noticed that few accounts abuse our customer friendly policies. Therefore, please ensure that the details you provide us are correct and complete and inform us immediately of any changes to the information that you provided while registering. Myntra verifies the email addresses to ensure important communication about orders and shipments are reaching our customers. Email addresses that have an invalid domain, no mail server, or no mail box, fail the verification processes set by Myntra and Myntra reserves the right to disable any cash on delivery option for orders placed from such accounts that fail the email verification process.",https://www.myntra.com/faqs
How will the donation amount be used?,"Flipkart Foundation, a registered Section 8, notâ€“for profit company under the Companies Act 2013, will utilize your contribution to support social impact projects for the underprivileged through its implementing partners. For more details, visit https://www.flipkartfoundation.org/",https://www.myntra.com/faqs
How much amount can I donate?,You can donate an amount between Rs. 10 to Rs. 100 in an order placed on Myntra.,https://www.myntra.com/faqs
Will I get a receipt for the donation amount?,No 80G receipt will be provided for this donation.,https://www.myntra.com/faqs
Can the donation amount be refunded?,"Donation amount is non-refundable. If you cancel or return the products in the order where the donation amount was also added, then the refund will only be made for the canceled/returned products.",https://www.myntra.com/faqs
Can I make a donation in a Cash On Delivery Order?,"Yes, the donation amount will be collected at the time of delivery of the shipment subject to opting for donation during the placement of the order.",https://www.myntra.com/faqs
Where are the applicable Terms & Conditions ?,"Flipkart Foundation is a Section 8 company registered under the Companies Act 2013.
The amount received as donation will be donated to NGOs and similar charitable organizations working in the selected thematic - areas. You can visit www.flipkartfoundation.org to know more on this.
The contribution, once made, will not be refunded.
No certificate under section 80G of the Income Tax Act, 1961 will be issued.
By proceeding to donate, you understand and confirm that this donation is not from any foreign source as defined under Foreign Contribution (Regulation) Act, 2010.
Flipkart Foundation disclaims any and all liability and assumes no responsibility whatsoever for consequences resulting from any actions or inactions of the NGOs or charitable organizations.
By proceeding to donate the money, you consent and expressly waive any and all claims, rights of action and/or remedies (under law or otherwise) that you may have against any of the Flipkart Group entities arising out of or in connection with the aforesaid transaction.
The donation is being collected for the Flipkart Foundation. Myntra Designs Private Limited disclaims all liabilities and assumes no responsibility from consequences resulting from actions/ inactions of the Flipkart Foundation.",https://www.myntra.com/faqs
I want to know more about the program. What do I do?,Please reach out to flipkartfoundation@flipkart.com for more info.,https://www.myntra.com/faqs
How to unblock my SBI Bank Credit Card?,"Send SMS to 567691
Type ECOMD &lt; last 4 digits of your card > and send the SMS from your registered mobile number Example: ECOMD 1234",https://www.myntra.com/faqs
How to unblock my SBI Bank Debit Card?,"Via SMS Type SWON ECOM
Send the SMS to 09223966666 from your registered mobile number Example: SWON ECOM 1234",https://www.myntra.com/faqs
How to unblock my ICICI Bank Debit Card?,"Using Mobile Banking Application:
Login to the imobile banking application, click on Services
Next screen, tap on Card Services - Modify Debit Card Limit
Now select â€œDomesticâ€ option and select â€œPOS & E-Commerceâ€ option and set the limit for your card and submit
If you are using your Debit card for â€œPOS & E-Commerceâ€, set limit for your card as required, and submit
Using Internet Banking:
Open ICICI Bank net banking page and login to your account
Now click on â€œCards & Loanâ€ section and select â€œATM/Debit Cardâ€ Now click on â€œManage Card Limitâ€
And finally, select â€œDomestic Limitsâ€ option and set the limit for online transactions and submit",https://www.myntra.com/faqs
How to unblock my ICICI Bank Credit Card?,"Using Mobile Banking Application
Log in to the iMobile app with your fingerprint or PIN code
Click on the â€˜Cards & Forexâ€™ option to access a list of your ICICI Bank Credit Cards
From your list of Credit Cards, carefully select the Credit Card you wish to update
Click on the 'Manage Card' option on this menu
You can now enable/ disable Tap & Pay/ International/ Online transaction for your Credit Card with a simple toggle
Using Internet Banking
Login to ICICI Bank Internet Banking
Mouse over on 'Cards & Loans'
In the drop down list, click on 'Credit Cards'
Click on 'Manage Card'
Choose Credit Card you wish to update
Click on 'EDIT'
Enable/Disable Tap & Pay/ International/ Online transaction
You will receive an OTP on you registered mobile number
Enter the OTP and click on 'Submit'",https://www.myntra.com/faqs
How to unblock my Axis Bank Credit Card?,"AXIS MOBILE/ INTERNET BANKING:
Services > Credit Card > Control Center > Domestic Usage / International Usage (For Addon Cards please follow Phone Banking IVR process)
Phone Banking (IVR): Call 18605005555 / 18604195555 (Both Primary and Add on Credit Cards
For enabling functionality on the Add on, primary holder should call from his/her registered number)
Select option 3 - Credit Card
Select option 7 - Manage Usage
Select the functionality to be enabled on your card",https://www.myntra.com/faqs
How to unblock my Axis Bank Debit Card?,"Using Mobile Banking Application:
Services > Debit Card > Manage Usage limit Using Internet Banking
Services > Debit Card Services > Select Card > More Services > Manage Usage limit",https://www.myntra.com/faqs
How to unblock my HDFC Bank Credit Card?,"Using NetBanking:
Login to NetBanking using your Customer ID
Click on 'Request' under 'Cards'
Use scroll bar to see more options and Click on 'Set Card Usage/Limits'
Your existing Daily Domestic Usage/Limits and Daily International Usage/Limits for all types of transactions would be shown. Online Usage would be disabled under both sections
Switch on Online Usage under both sections. Then click on Continue
In the review page, verify the new values and click 'Confirm'
For authentication, choose the channel to receive the OTP (E-mail ID or Mobile no.), and click 'Continue'
Enter the OTP and click 'Continue'
Congratulations!!! You just enabled your Online Transactions
Using EVA - HDFC Bank's Digital Assistant
Visit HDFC Bank website https://www.hdfcbank.com
Click on 'ASK EVA' at bottom right
Click on 'Credit Card Services'>> 'Manage my Credit Card' >> Online (ECommerce) Transactions>> Enable>>Domestic
Using WhatsApp Banking
Send the text Credit Card Services' to HDFC Bank's Official WhatsApp number - 7065970659",https://www.myntra.com/faqs
What are the new RBI guidelines?,"The RBI has mandated that e-commerce platforms like Myntra and other payment gateways and aggregators cannot hold a shopperâ€™s card details beyond September 30th, 2022. The official circular on tokenisation is available on the RBI website.",https://www.myntra.com/faqs
What does this mean to me as a Myntra customer?,"This means that with effect from September 30th, 2022, your original card details will be replaced with a code known as a â€˜tokenâ€™ in the system. You can choose whether you want to tokenize your card or not.",https://www.myntra.com/faqs
Does this mean I have to enter my card details everytime I transact on Myntra?,"No, the RBI has permitted us to securely tokenize card details after receiving approval. Myntra can tokenize the card with your permission and you can then use the secured card for every subsequent purchase without having to enter details each time.",https://www.myntra.com/faqs
What is tokenization?,Tokenization refers to the replacement of actual card details with a code known as a â€˜tokenâ€™ on a merchant platform. This makes sure that your card details are secured as Myntra will not save your card details,https://www.myntra.com/faqs
What is the benefit of tokenization?,"Since card details are not shared during transaction processing, tokenized card transactions are deemed safer. A tokenized card also eliminates the need to enter details every time.",https://www.myntra.com/faqs
What happens if I don't tokenize my card?,"If you donâ€™t tokenize your card, you will be required to enter card details such as card number, expiration date and CVV for every payment you make on Myntra with that card.",https://www.myntra.com/faqs
Do I need to tokenize every card I have separately?,"Yes, your consent is only for one unique card, So, all your cards must be tokenized separately. There is also no limit to the number of cards you can tokenize in your name.",https://www.myntra.com/faqs
I have already tokenized my card on another website/platform. Do I still need to tokenize on Myntra?,"Yes, your consent is for one unique card on one particular platform or website. So your cards must be tokenized on Myntra separately even if you have tokenized them elsewhere.",https://www.myntra.com/faqs
What is de-tokenization?,"De-tokenization is the process of converting a token back to actual card details.
More details on tokenization can be found here https://m.rbi.org.in/Scripts/FAQView.aspx?Id=129",https://www.myntra.com/faqs
What are the benefits a cardholder can avail on Myntra Kotak Bank Credit Card?,Cardholders get an instant discount of 7.5% on all spends done on Myntra capped at Rs. 750 per transaction. Along with this cardholder will get 5% cashback on all preferred partners and 1.25% on all spends.,https://www.myntra.com/faqs
Is there any capping or limit on instant discounts on Myntra?,"For Instant discount on Myntra, there is capping of Rs 750 per transaction but no capping at monthly or yearly level.",https://www.myntra.com/faqs
Is there any capping or limit on instant cashbacks on Preferred Partners?,Instant Cashback on our Preferred Partners are subject to a maximum of Rs. 1000 per billing cycle and will be credited back to the statement within 30 days of completion of transaction.,https://www.myntra.com/faqs
Is 1.25% cashback applicable on all other spends?,"Cardholders get unlimited cashback of 1.25% on all other spends done on the Myntra x Kotak Co-Branded Credit Card. Other spends do not include Fuel, Rent and Wallet Recharges. Rent Payment, Fuel Spends, Education, EMI transactions, Post Purchase EMI, Wallet loading transactions, Cash advances, Credit Card transactions on Rupay card through UPI do not qualify as spends where customers can earn cashback.",https://www.myntra.com/faqs
Are there any Joining and/or Annual Fees associated with the Myntra x Kotak Bank Credit Card?,"Now, you can get the card for free, there's no joining fee and no annual fee for first three years.",https://www.myntra.com/faqs
What are `Preferred Partners`?,"Preferred Partners are set of merchants on which all spends completed will be eligible for accelerated cashback of 5%. Preferred partners are Swiggy, Swiggy Instamart, Cleartrip, PVR and Urban Company. The merchants listed under the Preferred Partners are subject to revisions by the bank without any prior notice to the customers.",https://www.myntra.com/faqs
Are there any milestones benefits that cardholders get with Myntra x Kotak Bank Co-branded Credit Card?,"Yes. Cardholders is entitled to receive 2 PVR tickets worth â‚¹250 each on achieving spends of Rs.50,000 per calendar quarter. TCA",https://www.myntra.com/faqs
How will the cardholder receive the instant discounts and cashback earned on transactions?,"For spends done on Myntraâ€™s app and/or website, customers will get an instant discount that will get applied at the time of check-out
For spends done on Preferred Partners and All Other Spends, customers will get cashback in the form of statement credit within 30 days from the date of settlement",https://www.myntra.com/faqs
Are any transactions excluded from cashback?,"Rent Payment, Fuel Spends, Education, EMI transactions, Post Purchase EMI, Wallet loading transactions, Cash advances do not qualify as spends where customers can earn cashback.",https://www.myntra.com/faqs
How can I apply my card?,Users can apply for the credit card from both Kotak and Myntraâ€™s platforms.,https://www.myntra.com/faqs
What is Myntra Insider Program?,Myntra Insider is Myntraâ€™s loyalty program which is open to registered users on Myntra. A user has to opt-in to join the program.,https://www.myntra.com/faqs
Is there any fuel surcharge waiver?,Customers will receive 1% fuel surcharge waiver on minimum transaction Rs. 500 and on a maximum of Rs.3500,https://www.myntra.com/faqs
Who can apply for this card?,"Primary Credit Card holders should be in the age bracket of 18 years to 65 years.
Add-on Card holder should be 18 years and above
Should be a resident of India",https://www.myntra.com/faqs
What is Instant Cashback?,Instant Cashback is an offer type that is either applied directly to the product or order value in your cart. You need not wait for the cashback to be credited in your bank account/credit card after a specified time period..,https://www.myntra.com/faqs
What is Instant Cashback Recovery?,"When an order is placed with an offer and due to partial cancellation/returns of items in the order, the order value falls below the minimum required threshold as per the offer terms, the cashback provided as a part of the offer is subject to recovery. This is known as Instant Cashback Recovery.",https://www.myntra.com/faqs
Why are you deducting this amount from my refund?,"The cashback was provided basis certain eligibility criteria, upon canceling/returning part of the order the net order value fell below the minimum threshold value and hence the amount was deducted and adjusted with the remaining items in your order.",https://www.myntra.com/faqs
Why are you deducting only when I transfer to source & not to Myntra Credits?,"If a customer chooses to get a refund in the form of Myntra Credits, as a goodwill gesture, we would not be deducting any discounts availed.",https://www.myntra.com/faqs
Why has the item value been changed in my order?,"Upon cancellation of a particular item, if the minimum purchase value criteria is not met, we would be recovering the cashback discount & hence the adjusted item value will reflect on other items in the order.",https://www.myntra.com/faqs
What is the timeframe for returning a Fine Jewellery product?,Any return requests for this product must be made within 10 days of delivery to ensure eligibility for return. Please note that returns will only be accepted if the return request is placed within this timeframe.,https://www.myntra.com/faqs
What is the procedure for returning a Fine Jewellery product?,"To ensure a smooth return process, we kindly request that customers provide an unboxing and repacking video in the event of a return. Your cooperation in this matter will greatly assist us in expediting the return process and ensuring the highest level of customer satisfaction. The repacking material will be sent to the customer along with the item as a part of the delivery package. The same material will have to be used while returning.",https://www.myntra.com/faqs
When will I get my refund after returning my Fine Jewellery product?,"We would like to inform you that once a quality check has been successfully completed, the refund will be processed.",https://www.myntra.com/faqs
Which packaging material will be used for the product's delivery?,"We take great care in ensuring that all of our products are delivered in tamper-proof packaging. However, in the event that you receive a parcel that appears to have been tampered with, we kindly request that you do not accept the shipment. Furthermore, as a precautionary measure, we would request that you make a video recording of the entire unpacking process.This video would be needed in case you wish to opt for a return.To facilitate an easy & smooth return process, a repacking material would also be provided. This will help us to investigate any issues and ensure that we maintain the highest standards of product quality and customer satisfaction.",https://www.myntra.com/faqs
How is the selling price of the product determined?,Prices are set at the sole discretion of the respective sellers without any involvement of Myntra.,https://www.myntra.com/faqs
How do I know this is a genuine product?,Please check the relevant product listing for BIS and Hallmark certifications (as applicable).,https://www.myntra.com/faqs
